id,genre
123763,Drama
81949,Drama
44535,Comedy
44495,Drama
78285,Comedy
11228,Action
10779,Horror
26748,Drama
38223,Comedy
9294,Drama
49963,Comedy
11363,Comedy
1645,Crime
31546,Drama
77056,Romance
36344,Adventure
18550,Action
11511,Fantasy
34170,Family
109478,Action
124645,War
12606,Comedy
69895,Comedy
35206,Adventure
151489,War
4837,Drama
12632,Drama
9098,Comedy
282919,Drama
124614,Thriller
18975,Animation
11962,Fantasy
2925,Comedy
28628,Romance
3595,Action
9308,Comedy
92381,Comedy
18555,Action
12123,Action
10830,Comedy
3573,Drama
10546,Action
18862,Comedy
31417,Drama
9431,Horror
124619,Drama
46986,Drama
144982,Drama
47907,Comedy
10061,Action
36266,Crime
549,Drama
10478,Comedy
66634,Drama
116690,Drama
213917,Drama
238,Drama
159,Comedy
11134,Action
88224,Drama
132641,Drama
9303,Crime
23945,Comedy
37820,Drama
22479,Thriller
9054,Comedy
241058,Romance
11985,Drama
10232,Drama
59569,Drama
410921,Action
38955,Action
110513,Comedy
114089,Drama
11015,Horror
9306,Fantasy
12559,Comedy
58770,Drama
3587,Fantasy
10723,Action
56077,Drama
19004,Animation
253632,Thriller
10987,Horror
44705,Drama
20318,Drama
43596,Drama
79782,Drama
26933,Drama
27854,Drama
981,Comedy
872,Comedy
2769,Drama
13320,Music
164,Comedy
426,Mystery
567,Drama
3078,Comedy
13528,Drama
28288,Comedy
213,Mystery
284,Comedy
239,Comedy
4808,Comedy
289,Drama
963,Mystery
11113,Drama
6620,Comedy
804,Comedy
26531,Drama
909,Comedy
630,Adventure
770,Drama
31044,Comedy
599,Drama
15,Mystery
62,Science Fiction
121357,Adventure
705,Drama
22490,Comedy
223,Drama
25670,Mystery
303,Thriller
4174,Drama
8356,Drama
381,Crime
20758,Comedy
29376,Comedy
1859,Comedy
18299,Comedy
17281,Comedy
64382,Comedy
10907,Action
32093,Action
1939,Drama
22292,Fantasy
3598,Adventure
3080,Comedy
198,Comedy
13562,Comedy
1712,Action
220,Drama
3529,Comedy
3085,Comedy
2897,Adventure
1585,Drama
3083,Comedy
900,Comedy
43795,Drama
85638,Drama
50001,Comedy
43905,Drama
22688,Comedy
23114,Drama
26378,Thriller
40206,Comedy
22356,Romance
260,Action
43488,War
22613,Action
10331,Horror
488,Adventure
22733,Action
261,Drama
57575,Romance
32574,Drama
22657,Drama
76464,Comedy
22649,Drama
176841,Music
125587,Drama
39448,Action
52855,Drama
39940,Drama
85328,Comedy
124632,Documentary
11076,Action
63945,Drama
58985,Drama
890,Drama
10861,Action
1770,Drama
44465,Drama
2033,Drama
18203,Drama
9333,Action
47260,Action
9400,Drama
9401,Comedy
12241,Comedy
25739,Comedy
11306,Drama
9625,Action
10680,Action
6346,Crime
18660,Comedy
35115,Action
14821,Adventure
14136,Comedy
10869,Romance
22660,Adventure
19186,Comedy
31102,Adventure
6878,Adventure
15944,Comedy
18444,Adventure
20723,Drama
173,Adventure
864,Comedy
24795,Fantasy
11224,Family
81310,Animation
15947,Animation
9078,Animation
29682,Animation
8367,Adventure
433,Comedy
11360,Animation
11114,Fantasy
12335,Adventure
12092,Animation
10948,Adventure
11229,Comedy
15121,Drama
562,Action
10163,Horror
48862,Drama
117036,Documentary
47199,Drama
11159,Drama
9591,Comedy
30500,Drama
41843,Drama
55058,Comedy
10938,Comedy
11412,Crime
10586,Adventure
42314,Documentary
27845,Comedy
108365,Drama
23223,Crime
49471,Drama
38153,Action
25147,Drama
9716,Music
43777,Drama
454,Drama
10218,Comedy
819,Crime
38191,Drama
56830,Drama
11238,Adventure
27256,Mystery
31530,Comedy
66473,Comedy
28120,Crime
1834,Crime
26282,Adventure
37218,War
252,Family
116356,Comedy
16372,Horror
11561,Comedy
11302,Comedy
623,Comedy
583,Comedy
12614,Comedy
21711,Comedy
11575,Adventure
475,Crime
11331,Adventure
521,Crime
88,Drama
500,Crime
792,Drama
8491,Comedy
402,Thriller
10537,Drama
11386,Romance
9504,Crime
15764,Drama
601,Science Fiction
67365,Comedy
25842,Fantasy
2119,Adventure
744,Action
136311,Action
221,Drama
702,Drama
25750,Horror
17642,Documentary
427043,Comedy
146341,Crime
9305,Documentary
37616,Comedy
11112,Comedy
21612,Crime
141210,Comedy
102461,Drama
36998,Drama
200383,Action
116844,Drama
1630,Drama
26626,Comedy
124837,Documentary
11816,Drama
11843,Mystery
10379,Comedy
2756,Adventure
790,Horror
1103,Science Fiction
11298,Drama
4480,Drama
4481,Drama
49688,Drama
10765,Comedy
762,Adventure
44497,Romance
278621,Drama
99479,Drama
55049,Comedy
124829,Documentary
79306,Documentary
10548,Documentary
531,Animation
104931,Documentary
4483,Mystery
18919,Animation
31556,Drama
26167,Crime
26174,Thriller
61461,Drama
117500,Drama
127973,Comedy
659,Drama
30892,Drama
86369,Drama
8074,Comedy
124676,Drama
38554,Comedy
49763,Horror
41326,Documentary
36555,Action
10608,Comedy
11216,Drama
7452,Crime
64567,Comedy
892,Comedy
1600,Drama
26561,Romance
975,Drama
18129,Crime
54405,Comedy
150823,Western
409,Drama
38251,Comedy
10161,Drama
1412,Drama
41768,Drama
10409,Comedy
14285,Mystery
2469,Comedy
10174,Documentary
31225,Documentary
510,Drama
11455,Comedy
1891,Adventure
2493,Adventure
85,Adventure
68,Comedy
679,Horror
429,Western
13446,Comedy
389,Drama
947,Adventure
185,Science Fiction
595,Crime
28,Drama
335,Western
1892,Adventure
144,Drama
1092,Thriller
769,Drama
348,Horror
766,Fantasy
175,Adventure
11645,Action
10835,Action
539,Drama
525,Music
240,Drama
600,Drama
530,Adventure
10705,War
279,Drama
3109,Comedy
311,Drama
1578,Drama
703,Comedy
9549,Drama
1398,Drama
387,Action
9277,Comedy
343,Comedy
37291,Drama
490,Fantasy
11235,Comedy
218,Action
763,Horror
9665,War
18971,Comedy
696,Comedy
379,Drama
207,Drama
37247,Drama
1480,Drama
9322,Action
826,Drama
422,Fantasy
829,Crime
828,Drama
3090,Action
9964,Action
3063,Comedy
13667,Comedy
694,Horror
235,Crime
832,Drama
765,Horror
5925,Adventure
11778,Drama
4485,Action
137,Romance
33,Western
982,Mystery
8428,Music
212,Comedy
105,Adventure
1633,Drama
11202,Drama
1554,Crime
149,Science Fiction
8009,Adventure
903,Crime
11673,Drama
3034,Comedy
339,Comedy
10404,Drama
914,Comedy
756,Animation
288,Western
910,Crime
2640,Thriller
16633,Science Fiction
665,Action
11031,Comedy
11314,Documentary
15143,Drama
89,Adventure
10322,Comedy
783,Drama
10644,Comedy
11257,Drama
14370,Comedy
12104,Music
625,War
8816,Drama
830,Adventure
2323,Drama
983,Adventure
642,History
655,Drama
10341,Thriller
639,Comedy
30180,Documentary
31388,Family
41801,Drama
66034,Drama
348138,Romance
96288,Documentary
61536,Comedy
18762,Comedy
8077,Science Fiction
814,Horror
41671,Horror
27214,Horror
52263,Horror
33519,Horror
16235,Horror
11449,Drama
41848,Horror
25944,Horror
24913,Horror
49126,Fantasy
32076,Crime
571,Horror
8851,Horror
37843,Science Fiction
32146,Horror
30346,Thriller
6114,Romance
229,Horror
13549,Horror
9529,Drama
1598,Crime
11349,Drama
7340,Horror
6217,Drama
377,Horror
653,Fantasy
28198,Horror
794,Horror
31640,Crime
8744,Crime
25189,Comedy
145,Drama
2212,Action
199,Science Fiction
7863,Drama
12498,Drama
9279,Family
53234,Romance
17204,Documentary
21539,Fantasy
85589,Drama
12709,Comedy
20539,Drama
11674,Comedy
199512,Drama
64900,Drama
1573,Action
152,Science Fiction
174,Science Fiction
172,Science Fiction
154,Action
157,Science Fiction
168,Science Fiction
364,Action
11967,Crime
9086,Western
621,Romance
9037,Comedy
10173,Action
55687,Action
168535,Drama
8845,Action
46681,Action
578,Horror
579,Horror
17692,Thriller
17795,Comedy
75,Comedy
13891,Drama
9390,Comedy
378,Comedy
10896,Comedy
2322,Comedy
41240,Drama
26949,Drama
9819,Drama
49799,Drama
31908,History
46027,Drama
3179,Animation
1802,Drama
4232,Crime
9361,Action
2928,Comedy
30285,Drama
10549,Drama
58102,Drama
18451,Drama
27265,Comedy
49935,Romance
8818,History
36758,Drama
36040,Adventure
74239,Documentary
9415,Action
55146,Drama
303693,Crime
12145,Comedy
42424,Action
34314,Action
2892,Drama
9404,Action
85242,Drama
9622,Action
8860,Action
197537,Horror
66597,Drama
14832,Drama
9619,Action
40506,Comedy
31000,Action
4104,Comedy
26306,Drama
203829,Documentary
43775,Drama
14908,Action
784,Music
12489,Crime
168283,Documentary
16448,Music
55936,Drama
17894,Comedy
28059,Comedy
58911,Comedy
17949,Action
1968,Drama
61563,Action
66,Crime
20735,Comedy
11419,Comedy
25796,Comedy
638,Drama
25624,Drama
9366,Crime
60083,Comedy
21915,Comedy
90928,Documentary
50091,Drama
18420,Crime
19952,Comedy
9446,Comedy
28005,Drama
9403,Comedy
27322,Comedy
10003,Thriller
9311,Action
11844,Comedy
884,Drama
49806,Comedy
1624,Comedy
88423,Drama
16052,Drama
4477,Crime
24662,Animation
18423,Action
76996,Comedy
6499,Action
50512,Drama
9405,Action
12723,Drama
9360,Adventure
9434,Action
118991,Crime
21626,Romance
13982,Comedy
93946,Drama
77223,War
31465,Drama
12793,Drama
102878,Drama
105763,Drama
9611,Comedy
47694,Drama
10357,Science Fiction
9977,Comedy
816,Science Fiction
2163,Drama
124680,Romance
16399,Comedy
124843,Drama
31017,Action
24645,Drama
49478,Fantasy
12499,Comedy
18,Adventure
1811,Science Fiction
109614,Drama
60082,Comedy
105045,Drama
53023,Drama
64802,Drama
11239,Music
50850,Adventure
15321,Comedy
2058,Comedy
9450,Comedy
330,Adventure
38523,Drama
16375,Comedy
33660,Drama
59232,Drama
45671,Comedy
17770,Comedy
15170,Adventure
1701,Action
26422,Drama
124642,Drama
1639,Action
49235,Crime
106129,Comedy
107743,Comedy
415,Action
47686,Comedy
65889,Comedy
11103,Comedy
11970,Animation
34941,Drama
407992,Drama
8874,Comedy
17991,Science Fiction
11956,Comedy
266,Drama
754,Action
37567,Drama
43771,Drama
124834,Drama
249358,Thriller
111367,Drama
607,Action
18080,Comedy
38225,Family
17834,Adventure
686,Drama
65046,Comedy
4421,Action
9387,Adventure
10603,Adventure
2142,Action
8413,Horror
10336,Action
20737,Comedy
9413,Comedy
14585,Comedy
18519,Adventure
49462,Drama
8834,Action
9458,Action
8854,Science Fiction
38295,Drama
22073,Crime
37244,Adventure
4961,Fantasy
9416,Action
26180,Action
17832,Adventure
9772,Action
6072,Drama
1669,Action
468,Drama
32519,Comedy
108401,Comedy
10806,Comedy
9433,Action
6623,Action
2118,Crime
978,Adventure
9437,Drama
29461,Comedy
56651,Comedy
10351,Horror
66588,Drama
2649,Drama
14289,Action
10155,Thriller
75250,Drama
20457,Comedy
18355,Thriller
33657,Comedy
55306,Drama
68924,Drama
36434,Thriller
2255,Comedy
28353,Comedy
9427,Comedy
172545,Comedy
17589,Drama
3597,Horror
1813,Drama
36797,Comedy
12628,Drama
33344,Comedy
25099,Documentary
45019,Drama
63437,Music
62422,Documentary
782,Thriller
29911,Fantasy
9827,Horror
1959,Drama
251481,Documentary
8067,Fantasy
125052,Romance
45153,Drama
10871,Action
14398,Action
10890,Action
99002,Drama
1281,Comedy
32332,Comedy
9770,Action
12616,Drama
34838,Drama
14905,War
14583,Mystery
11975,Drama
4995,Drama
9281,Crime
45928,Crime
563,Adventure
61337,Comedy
19931,Drama
31535,Comedy
10215,Comedy
9823,Action
37165,Comedy
45609,Drama
38904,Drama
45565,Drama
9407,Crime
4824,Action
9444,Animation
9414,Comedy
8078,Science Fiction
29938,Horror
11831,Drama
2895,Drama
39177,Drama
19601,Drama
124606,Drama
42832,Comedy
22797,Comedy
2639,Comedy
9574,Comedy
10371,Comedy
489,Drama
9714,Comedy
102406,Drama
170430,Horror
8197,Crime
6283,Comedy
49728,Comedy
64562,Drama
4233,Horror
191874,Thriller
10217,Drama
438108,Science Fiction
597,Drama
714,Adventure
52537,Drama
12799,Romance
62394,Drama
9922,Drama
547,Drama
25994,Drama
184,Comedy
9746,Drama
9438,Comedy
115,Comedy
26941,Drama
27103,Drama
9410,Comedy
32302,Action
216794,Drama
88863,Drama
41417,Action
12538,Comedy
586,Comedy
2666,Mystery
46338,Thriller
54007,Action
11258,Thriller
9490,Comedy
9411,Thriller
25719,Crime
9033,Fantasy
11220,Drama
21253,Action
6116,Adventure
9457,Adventure
281289,Thriller
43911,Drama
39424,Comedy
44361,Drama
11702,Action
2923,Romance
12238,Mystery
11568,Music
41577,Romance
66894,Comedy
11003,Romance
10153,Science Fiction
49645,Documentary
47112,Drama
102732,Comedy
30949,Mystery
2898,Comedy
9558,Thriller
83593,Documentary
320011,Drama
26269,Drama
11808,Thriller
6970,Music
47452,Drama
18205,Drama
36943,Adventure
21736,Adventure
17941,Drama
10668,Action
9313,Action
42807,Crime
617,Thriller
36568,Comedy
37272,Drama
5910,Crime
9440,Comedy
53092,Drama
32911,Comedy
44308,Drama
124821,Drama
32456,Drama
93350,Drama
62695,Documentary
32144,Drama
17127,Comedy
40688,Animation
17133,Drama
19848,Drama
17644,Family
1774,Documentary
30265,Drama
2157,Adventure
70581,Drama
8838,Action
29193,Crime
795,Drama
16980,Comedy
27472,Adventure
47881,Comedy
9469,Drama
12488,Thriller
81367,Adventure
267,Drama
16148,Comedy
21252,Drama
73135,Thriller
9449,Adventure
6264,Adventure
90414,Comedy
188870,Drama
215373,Drama
78149,Comedy
15513,Comedy
31220,Comedy
13907,Documentary
29825,Comedy
10622,Crime
30020,Drama
17139,Drama
34582,Comedy
10216,Science Fiction
9771,Comedy
24560,Comedy
76330,Music
9448,Action
38618,Action
18316,Action
78373,Comedy
77514,Drama
49474,Romance
4415,Crime
39467,Comedy
55561,Comedy
8656,Action
58680,Comedy
35161,Drama
35796,Drama
18937,Fantasy
929,Science Fiction
9452,Comedy
1878,Adventure
9844,Comedy
40505,Action
14342,Action
9715,Drama
26610,Crime
20064,Drama
40961,Horror
1965,Crime
312,Drama
6068,Action
15037,Comedy
50043,Comedy
37636,Drama
17044,Drama
60951,Drama
21334,Drama
32284,Romance
51955,Action
37410,Comedy
47481,Drama
53765,Comedy
10674,Animation
136134,Thriller
846,Mystery
12655,Action
3050,Comedy
1389,Romance
11020,Thriller
20862,Drama
108548,Drama
9464,Romance
95,Action
944,Action
35680,Comedy
11551,Comedy
473,Mystery
102304,Drama
544,Romance
10513,Science Fiction
28966,Action
65203,Drama
143,Drama
42861,Drama
33680,Drama
56164,Drama
12311,Adventure
43277,Drama
43278,Drama
34106,Comedy
43266,Drama
27367,Drama
17661,Drama
28580,Drama
887,Drama
33667,Drama
23383,Drama
25430,Drama
27191,Action
11426,War
654,Crime
15919,Drama
1725,Crime
5769,Adventure
874,Drama
10633,Crime
17917,Drama
3116,Drama
1051,Action
1366,Drama
12102,Drama
16619,Drama
9443,Drama
11050,Drama
606,Drama
746,Drama
380,Drama
403,Comedy
11485,Comedy
466,Mystery
13820,Comedy
15389,Comedy
13597,Adventure
2108,Comedy
10014,Horror
10072,Horror
10131,Horror
10160,Horror
11284,Horror
4488,Horror
9725,Horror
9728,Horror
9730,Horror
9731,Horror
10225,Horror
10281,Horror
10283,Horror
948,Horror
11281,Horror
10676,Horror
11357,Horror
11361,Horror
36599,Horror
39929,Horror
41828,Thriller
41769,Horror
10585,Horror
11186,Drama
11187,Thriller
609,Horror
11133,Horror
10306,Horror
9552,Drama
11586,Horror
11587,Thriller
941,Adventure
942,Action
943,Adventure
927,Fantasy
928,Comedy
9340,Adventure
9342,Action
38509,Comedy
60033,Crime
12101,Mystery
19,Drama
165,Adventure
196,Adventure
551,Action
16084,Fantasy
17984,Comedy
22328,Comedy
32611,Fantasy
3170,Animation
346,Action
859,Drama
841,Action
11051,Drama
242,Crime
1411,Mystery
9769,Drama
9424,Mystery
9835,Comedy
857,Drama
17539,Comedy
44322,Drama
22777,Comedy
20173,Comedy
10957,Animation
9570,Adventure
16249,Fantasy
13962,Comedy
14612,Family
19378,Comedy
65157,Drama
29228,Comedy
19379,Comedy
11164,Action
18887,Adventure
40866,Fantasy
24736,Drama
10122,Family
24816,Fantasy
9994,Comedy
25445,Comedy
12129,Fantasy
14140,Romance
10439,Comedy
11158,Adventure
9354,Adventure
28736,Action
34774,Action
37969,Adventure
9631,Action
9820,Comedy
14013,Comedy
36606,Documentary
96196,Drama
98505,Drama
1779,Documentary
10849,Fantasy
678,Drama
907,Drama
5961,Fantasy
47908,Drama
42121,Drama
2887,Drama
11974,Comedy
20348,Comedy
26648,Drama
11911,Drama
793,Crime
35144,Adventure
9325,Family
43037,Action
10340,Family
10144,Animation
10414,Comedy
10437,Comedy
15300,Drama
12230,Adventure
13380,Family
10693,Animation
11335,Action
11135,Adventure
11319,Fantasy
14822,Adventure
15969,Family
13155,Adventure
10249,Action
15943,Comedy
10882,Fantasy
24808,Fantasy
19762,Comedy
13850,Family
2619,Comedy
65158,Drama
53565,Animation
41841,Adventure
27332,Drama
97,Science Fiction
10419,Music
11675,Horror
2107,Comedy
6471,Comedy
9442,Comedy
11591,Comedy
13697,Drama
19158,Drama
227,Crime
87,Adventure
